Title,Location,Price,Area,Number_of_Rooms,Furnished,Kitchen type,Status,Garden surface,Swimming Pool
House for sale,Rue &#201;mile Vandervelde 112,"€269,000",3 bedrooms | 134 m² ,3 bedrooms,No,Installed,Good,601 m² ,No
Apartment for sale,Val Mèlèye 13 / 6A,"€95,000",1 bedroom | 36 m² ,1 bedroom,Yes,Installed,Good,601 m² ,No
Apartment block for sale,Liebaardstraat 162,"€245,000",5 bedrooms | 350 m² ,5 bedrooms,No,Semi equipped,To renovate,601 m² ,No
Mixed-use building for sale,Liebaardstraat 162,"€245,000",5 bedrooms | 350 m² ,5 bedrooms,No,Semi equipped,To renovate,601 m² ,No
House for sale,Liebaardstraat 162,"€245,000",5 bedrooms | 350 m² ,5 bedrooms,No,Semi equipped,To renovate,601 m² ,No
House for sale,Pampertstraat 9,"€249,000",3 bedrooms | 180 m² ,3 bedrooms,No,Installed,To be done up,601 m² ,No
House for sale,Rue de la perle 36,"€125,000",140 m² ,140 m² square meters livable space,No,Installed,To renovate,601 m² ,No
Villa for sale,3090 — Overijse,"€950,000",6 bedrooms | 351 m² ,6 bedrooms,No,Hyper equipped,Good,500 m² ,No
Villa for sale,Rue du Soldat Joseph Dethier 8,"€995,000",6 bedrooms | 380 m² ,6 bedrooms,No,Installed,Good,500 m² ,No
Villa for sale,6700 — Arlon,"€1,050",4 bedrooms | 300 m² ,4 bedrooms,No,USA hyper equipped,As new,500 m² ,No
House for sale,6700 — Arlon,"€1,050",4 bedrooms | 300 m² ,4 bedrooms,No,USA hyper equipped,As new,500 m² ,No
House for sale,Iepersestraat 1,"€1,150",9 bedrooms | 444 m² ,9 bedrooms,No,Hyper equipped,As new,500 m² ,No
Farmhouse for sale,Ervestraat 2,"€1,200",5 bedrooms | 278 m² ,5 bedrooms,No,Installed,Good,500 m² ,No
Apartment block for sale,Avenue Charles-Quint 511,"€1,240",4 bedrooms | 560 m² ,4 bedrooms,No,USA installed,As new,500 m² ,No
Country house for sale,1852 — Beigem,"€1,375",5 bedrooms | 507 m² ,5 bedrooms,No,USA hyper equipped,Just renovated,500 m² ,No
Mansion for sale,avenue marie josé 122,"€1,600",7 bedrooms | 400 m² ,7 bedrooms,No,Hyper equipped,Good,500 m² ,No
Apartment block for sale,1040 — Etterbeek,"€1,850",409 m² ,409 m² square meters livable space,No,Installed,As new,500 m² ,No
Mixed-use building for sale,1050 — Ixelles,"€2,500",550 m² ,550 m² square meters livable space,No,Semi equipped,Good,50 m² ,No
Mansion for sale,2018 — Antwerp,"€2,600",5 bedrooms | 750 m² ,5 bedrooms,No,Semi equipped,Good,160 m² ,Yes
House for sale,1180 — Uccle,"€3,690",5 bedrooms | 360 m² ,5 bedrooms,No,Semi equipped,Good,720 m² ,Yes
House for sale,avenue des Eglantiers 37,"€3,700",6 bedrooms | 773 m² ,6 bedrooms,No,Hyper equipped,Good,720 m² ,Yes
House for sale,2950 — Kapellen,"€4,850",9 bedrooms | 1600 m² ,9 bedrooms,No,USA hyper equipped,As new,720 m² ,No
Apartment block for sale,Liebaardstraat 162,"€245,000",5 bedrooms | 350 m² ,5 bedrooms,No,Semi equipped,To renovate,720 m² ,No
Mixed-use building for sale,Liebaardstraat 162,"€245,000",5 bedrooms | 350 m² ,5 bedrooms,No,Semi equipped,To renovate,720 m² ,No
House for sale,Liebaardstraat 162,"€245,000",5 bedrooms | 350 m² ,5 bedrooms,No,Semi equipped,To renovate,720 m² ,No
Mansion for sale,Stijn Streuvelsstraat 32,"€375,000",3 bedrooms | 128 m² ,3 bedrooms,No,USA semi equipped,Good,720 m² ,No
House for sale,Sint-Godelievestraat 23,"€385,000",3 bedrooms | 230 m² ,3 bedrooms,No,Installed,As new,720 m² ,No
House for sale,4360 — Bergilers,"€420,000",3 bedrooms | 227 m² ,3 bedrooms,No,Hyper equipped,Just renovated,282 m² ,No
Villa for sale,8300 — Knokke-Heist,"€1,690",5 bedrooms | 246 m² ,5 bedrooms,No,USA hyper equipped,As new,314 m² ,No
Villa for sale,1150 — WOLUWE-SAINT-PIERRE,"€3,380",7 bedrooms | 600 m² ,7 bedrooms,No,Hyper equipped,As new,314 m² ,No
House for sale,houtstraat 90,"€299,000",3 bedrooms | 225 m² ,3 bedrooms,No,USA hyper equipped,Good,1120 m² ,No
House for sale,Kleine Warande 20,"€325,000",3 bedrooms | 117 m² ,3 bedrooms,No,Installed,Good,282 m² ,No
House for sale,1000 — BRUXELLES,"€640,000",5 bedrooms,5 bedrooms,No,Installed,Good,30 m² ,No
House for sale,Rue Grande A,"€215,000",4 bedrooms | 168 m² ,4 bedrooms,No,Not installed,Good,260 m² ,No
House for sale,Gemeentestraat 15 B,"€285,000",3 bedrooms | 150 m² ,3 bedrooms,No,USA hyper equipped,As new,85 m² ,No
House for sale,Koeistraat 76,"€300,000",3 bedrooms | 112 m² ,3 bedrooms,No,USA hyper equipped,As new,216 m² ,No
House for sale,Paddenweg,"€336,000",3 bedrooms | 162 m² ,3 bedrooms,No,USA hyper equipped,As new,91 m² ,No
House for sale,Paddenweg,"€336,000",3 bedrooms | 162 m² ,3 bedrooms,No,USA hyper equipped,As new,88 m² ,No
House for sale,Diepenbroekstraat,"€359,000",3 bedrooms | 186 m² ,3 bedrooms,No,USA hyper equipped,As new,79 m² ,No
House for sale,Diepenbroekstraat,"€393,000",4 bedrooms | 228 m² ,4 bedrooms,No,USA hyper equipped,As new,212 m² ,No
Villa for sale,Chemin des soldats 15,"€495,000",8 bedrooms | 309 m² ,8 bedrooms,No,Installed,As new,3250 m² ,No
Villa for sale,Kempenland 9,"€907,500",3 bedrooms | 222 m² ,3 bedrooms,No,Hyper equipped,As new,3250 m² ,No
House for sale,Georges Dumontstraat 23,"€179,500",4 bedrooms | 123 m² ,4 bedrooms,No,Installed,As new,3250 m² ,No
Town-house for sale,Chaussée de Viesville 90,"€275,000",5 bedrooms,5 bedrooms,No,Installed,Good,3250 m² ,No
House for sale,Rue du Trieu 6,"€320,000",3 bedrooms | 140 m² ,3 bedrooms,No,Not installed,Good,3250 m² ,No
Villa for sale,7711 — Dottignies,"€470,000",5 bedrooms | 212 m² ,5 bedrooms,No,Installed,As new,550 m² ,No
House for sale,Blektestraat 13,"€215,000",2 bedrooms | 120 m² ,2 bedrooms,No,Installed,To be done up,550 m² ,No
House for sale,Spoorwegstraat 43,"€225,000",3 bedrooms | 185 m² ,3 bedrooms,No,Installed,To be done up,550 m² ,No
House for sale,Hogeweg 35,"€259,000",2 bedrooms | 140 m² ,2 bedrooms,No,Hyper equipped,Good,25 m² ,No
House for sale,notelaarlaan 5,"€697,500",4 bedrooms | 250 m² ,4 bedrooms,No,Installed,Just renovated,25 m² ,No
Bungalow for sale,Eendepoelstraat 12,"€275,000",1 bedroom | 117 m² ,1 bedroom,No,Installed,Just renovated,25 m² ,No
House for sale,Langestraat 133,"€319,000",3 bedrooms | 125 m² ,3 bedrooms,No,Hyper equipped,As new,200 m² ,No
Apartment block for sale,Rijksweg 336,"€350,000",3 bedrooms,3 bedrooms,No,Semi equipped,To renovate,200 m² ,No
House for sale,7130 — Binche,"€150,000",3 bedrooms | 173 m² ,3 bedrooms,No,Semi equipped,To be done up,200 m² ,No
House for sale,5500 — ANSEREMME,"€175,000",2 bedrooms | 124 m² ,2 bedrooms,No,Semi equipped,To be done up,200 m² ,No
House for sale,Brusselseheerweg 117,"€325,000",4 bedrooms | 350 m² ,4 bedrooms,No,Installed,To be done up,200 m² ,No
Villa for sale,Rue Sainte Barbe 10,"€345,000",4 bedrooms | 274 m² ,4 bedrooms,No,Semi equipped,To renovate,200 m² ,No
House for sale,Avenue de la Garde Impériale 14,"€399,000",3 bedrooms | 219 m² ,3 bedrooms,No,Installed,Good,200 m² ,No
House for sale,Rue Du Zénith - Zenitstraat 63 Box /,"€510,000",3 bedrooms | 225 m² ,3 bedrooms,No,Installed,As new,15 m² ,No
Exceptional property for sale,Maurice Maeterlincklaan,"€5,850",6 bedrooms | 305 m² ,6 bedrooms,No,USA hyper equipped,Good,15 m² ,No
House for sale,Schoolstraat 24,"€175,000",3 bedrooms | 161 m² ,3 bedrooms,No,Semi equipped,To be done up,595 m² ,No
House for sale,Rue de la Fontaine 170,"€135,000",3 bedrooms | 128 m² ,3 bedrooms,No,Not installed,To renovate,50 m² ,No
House for sale,Oudenaardsesteenweg 92,"€235,000",3 bedrooms | 220 m² ,3 bedrooms,No,Installed,To be done up,50 m² ,No
House for sale,Zwijndries 89,"€235,000",2 bedrooms | 112 m² ,2 bedrooms,No,Semi equipped,Good,50 m² ,No
Villa for sale,5140 — Sombreffe,"€250,000",3 bedrooms | 150 m² ,3 bedrooms,No,Installed,Good,50 m² ,No
House for sale,Emiel Clauslaan 20,"€349,000",3 bedrooms,3 bedrooms,No,Installed,Good,50 m² ,No
House for sale,Rue du Cep 11,"€350,000",4 bedrooms | 115 m² ,4 bedrooms,No,Hyper equipped,As new,365 m² ,No
Bungalow for sale,Blauwesteenstraat 48,"€599,000",3 bedrooms | 240 m² ,3 bedrooms,No,Installed,To renovate,1000 m² ,No
Villa for sale,Houwaartstraat 77,"€485,000",3 bedrooms | 175 m² ,3 bedrooms,No,Installed,As new,1000 m² ,No
House for sale,Rue Eugene Vandenhoff 68,"€199,000",2 bedrooms | 129 m² ,2 bedrooms,No,Installed,Good,276 m² ,No
House for sale,7110 — STRÉPY-BRACQUEGNIES,"€250,000",4 bedrooms | 195 m² ,4 bedrooms,No,Semi equipped,Just renovated,276 m² ,No
House for sale,Gapaard 6,"€425,000",4 bedrooms | 289 m² ,4 bedrooms,No,Installed,As new,276 m² ,No
House for sale,Dijleweg /,"€485,000",3 bedrooms | 185 m² ,3 bedrooms,No,Installed,As new,160 m² ,No
House for sale,Rue de Kinkempois 14,"€175,000",4 bedrooms | 143 m² ,4 bedrooms,No,Installed,Good,35 m² ,No
House for sale,Meldert Dorp 39,"€205,000",3 bedrooms | 240 m² ,3 bedrooms,No,Installed,To renovate,300 m² ,No
House for sale,Meldert Dorp 39,"€205,000",3 bedrooms | 240 m² ,3 bedrooms,No,Installed,To renovate,300 m² ,No
House for sale,5100 — WÉPION,"€220,000",3 bedrooms | 150 m² ,3 bedrooms,No,Installed,To restore,300 m² ,No
Mansion for sale,"Lokerenbaan 61,","€289,000",4 bedrooms | 190 m² ,4 bedrooms,No,Installed,Good,300 m² ,No
House for sale,Stationsstraat 42,"€369,000",3 bedrooms | 508 m² ,3 bedrooms,No,Installed,To be done up,300 m² ,No
House for sale,Vossenpad 2,"€389,000",3 bedrooms | 170 m² ,3 bedrooms,No,Installed,To renovate,300 m² ,No
Country house for sale,Rue de Gages 42,"€470,000",4 bedrooms | 267 m² ,4 bedrooms,No,Installed,As new,300 m² ,No
House for sale,Provinciesteenweg 90,"€489,000",3 bedrooms | 155 m² ,3 bedrooms,No,USA hyper equipped,Good,300 m² ,No
House for sale,Veerstraat 53,"€495,000",3 bedrooms | 157 m² ,3 bedrooms,No,Hyper equipped,As new,300 m² ,No
House for sale,Rozenweg 25,"€575,000",3 bedrooms | 255 m² ,3 bedrooms,No,USA hyper equipped,Good,300 m² ,No
Mixed-use building for sale,1070 — Anderlecht,"€925,000",7 bedrooms | 605 m² ,7 bedrooms,No,Installed,Good,300 m² ,No
House for sale,Kiezelweg 216,"€349,500",4 bedrooms | 210 m² ,4 bedrooms,No,Installed,Just renovated,300 m² ,No
House for sale,Mechelsesteenweg 2018,"€2,500",5 bedrooms | 1617 m² ,5 bedrooms,No,Installed,Good,300 m² ,No
House for sale,Place Chapelle,"€40,000",4 bedrooms | 140 m² ,4 bedrooms,No,Installed,Good,300 m² ,No
House for sale,Rue Monsville 196,"€49,000",2 bedrooms | 102 m² ,2 bedrooms,No,Not installed,To restore,300 m² ,No
House for sale,Chaussee de Fleurus 468,"€59,900",2 bedrooms | 83 m² ,2 bedrooms,No,Semi equipped,To be done up,300 m² ,No
House for sale,Rue de l'Abattoir 9,"€60,000",2 bedrooms | 96 m² ,2 bedrooms,No,Semi equipped,To be done up,300 m² ,No
House for sale,Quai des Ardennes 130,"€90,000",3 bedrooms | 190 m² ,3 bedrooms,No,Semi equipped,To be done up,300 m² ,No
House for sale,Chaussée de Bruxelles 387,"€110,000",2 bedrooms | 115 m² ,2 bedrooms,No,Semi equipped,To renovate,300 m² ,No
House for sale,Rue des Champs du Mont 5,"€125,000",4 bedrooms | 168 m² ,4 bedrooms,No,Semi equipped,To renovate,300 m² ,No
House for sale,Rue d'Orbey 2,"€125,000",2 bedrooms | 100 m² ,2 bedrooms,No,Installed,Just renovated,300 m² ,No
House for sale,7012 — Jemappes,"€135,000",4 bedrooms | 130 m² ,4 bedrooms,No,Semi equipped,Good,300 m² ,No
Mixed-use building for sale,Groenstraat 1,"€144,000",77 m² ,77 m² square meters livable space,No,Semi equipped,Good,300 m² ,No
House for sale,Rue &#201;mile Vandervelde 112A,"€269,000",3 bedrooms | 134 m² ,3 bedrooms,No,Installed,Good,656 m² ,No
House for sale,Rue &#201;mile Vandervelde 112,"€269,000",3 bedrooms | 134 m² ,3 bedrooms,No,Installed,Good,601 m² ,No
Apartment for sale,Val Mèlèye 13 / 6A,"€95,000",1 bedroom | 36 m² ,1 bedroom,Yes,Installed,Good,601 m² ,No
Apartment block for sale,Liebaardstraat 162,"€245,000",5 bedrooms | 350 m² ,5 bedrooms,No,Semi equipped,To renovate,601 m² ,No
Mixed-use building for sale,Liebaardstraat 162,"€245,000",5 bedrooms | 350 m² ,5 bedrooms,No,Semi equipped,To renovate,601 m² ,No
House for sale,Liebaardstraat 162,"€245,000",5 bedrooms | 350 m² ,5 bedrooms,No,Semi equipped,To renovate,601 m² ,No
House for sale,Pampertstraat 9,"€249,000",3 bedrooms | 180 m² ,3 bedrooms,No,Installed,To be done up,601 m² ,No
House for sale,Rue de la perle 36,"€125,000",140 m² ,140 m² square meters livable space,No,Installed,To renovate,601 m² ,No
House for sale,Koning Boudewijnstraat 148,"€145,000",3 bedrooms | 140 m² ,3 bedrooms,No,Installed,To renovate,601 m² ,No
House for sale,7700 — Mouscron,"€169,000",2 bedrooms | 112 m² ,2 bedrooms,No,Installed,Just renovated,279 m² ,No
House for sale,Kortewildestraat 45,"€169,500",2 bedrooms | 100 m² ,2 bedrooms,No,Semi equipped,To be done up,279 m² ,No
House for sale,Rue du Thier à Liège 143,"€171,000",3 bedrooms | 119 m² ,3 bedrooms,No,Semi equipped,To be done up,279 m² ,No
House for sale,1470 — Genappe,"€180,000",3 bedrooms | 80 m² ,3 bedrooms,No,Semi equipped,Good,279 m² ,No
House for sale,Rue Fisen 21,"€184,000",5 bedrooms | 198 m² ,5 bedrooms,No,Semi equipped,To renovate,279 m² ,No
House for sale,1367 — Ramillies,"€199,000",2 bedrooms | 110 m² ,2 bedrooms,No,Not installed,To renovate,279 m² ,No
House for sale,Boulevard Jean de Wilde 65,"€199,000",2 bedrooms | 118 m² ,2 bedrooms,No,Not installed,To renovate,42 m² ,No
House for sale,Chaussée Napoléon 22E Box 11,"€199,500",3 bedrooms | 165 m² ,3 bedrooms,No,Not installed,To renovate,42 m² ,No
House for sale,Rue du Cortonnoy 51,"€200,000",3 bedrooms | 90 m² ,3 bedrooms,No,Not installed,Just renovated,42 m² ,No
House for sale,7600 — PÉRUWELZ,"€210,000",3 bedrooms | 118 m² ,3 bedrooms,No,Installed,Good,42 m² ,No
House for sale,Stationsstraat 158,"€219,000",4 bedrooms | 218 m² ,4 bedrooms,No,Installed,Good,42 m² ,No
House for sale,Nieuwe Kassei 70,"€220,000",2 bedrooms | 190 m² ,2 bedrooms,No,Installed,To restore,500 m² ,No
Other properties for sale,Rue de Plainevaux 110,"€220,000",3 bedrooms | 220 m² ,3 bedrooms,No,Installed,To restore,113 m² ,No
House for sale,Dikkebusseweg 585,"€220,000",3 bedrooms | 135 m² ,3 bedrooms,No,Installed,Good,113 m² ,No
House for sale,Rue du Mayeur 3,"€225,000",2 bedrooms | 80 m² ,2 bedrooms,No,Installed,To be done up,800 m² ,No
House for sale,5630 — Cerfontaine,"€225,000",3 bedrooms | 200 m² ,3 bedrooms,No,Installed,Good,800 m² ,No
House for sale,"Koekelarestraat 17,","€229,000",3 bedrooms | 136 m² ,3 bedrooms,No,Installed,Good,800 m² ,No
House for sale,Rue de Ruy 13,"€230,000",3 bedrooms | 150 m² ,3 bedrooms,No,Installed,Good,1 m² square meter,No
House for sale,Klapdorp 84,"€235,000",1 bedroom | 56 m² ,1 bedroom,Yes,Installed,Just renovated,67 m² ,No
House for sale,6600 — Bastogne,"€245,000",1 bedroom | 123 m² ,1 bedroom,No,Installed,Just renovated,67 m² ,No
Chalet for sale,Kijfmeers 3,"€245,000",2 bedrooms | 120 m² ,2 bedrooms,No,Not installed,To renovate,67 m² ,No
Villa for sale,Rue de Marmont 9,"€249,000",3 bedrooms | 107 m² ,3 bedrooms,No,Installed,Good,1200 m² ,No
House for sale,6670 — Gouvy,"€249,000",2 bedrooms | 100 m² ,2 bedrooms,No,Not installed,Good,780 m² ,No
House for sale,Kongostraat 113,"€249,000",3 bedrooms | 139 m² ,3 bedrooms,No,Not installed,Good,780 m² ,No
House for sale,1460 — Ittre,"€250,000",2 bedrooms | 145 m² ,2 bedrooms,No,Installed,Good,300 m² ,No
House for sale,Martijn van Torhoutstraat 62,"€254,500",3 bedrooms | 166 m² ,3 bedrooms,No,Installed,As new,300 m² ,No
House for sale,Drieputtenstraat 35,"€257,500",3 bedrooms | 108 m² ,3 bedrooms,No,Installed,As new,300 m² ,No
House for sale,Wijdhagestraat 57,"€259,000",2 bedrooms | 190 m² ,2 bedrooms,No,Installed,As new,300 m² ,No
House for sale,Kattestraat 4,"€260,000",3 bedrooms | 140 m² ,3 bedrooms,No,Installed,Good,300 m² ,No
Villa for sale,Rue de Mazy 1,"€265,000",4 bedrooms | 151 m² ,4 bedrooms,No,Installed,Good,300 m² ,No
House for sale,7011 — Ghlin,"€265,000",3 bedrooms | 200 m² ,3 bedrooms,No,Installed,Good,300 m² ,No
House for sale,Blauwe Hoevelaan 11,"€275,000",2 bedrooms,2 bedrooms,No,Semi equipped,To renovate,300 m² ,No
House for sale,Hogeweg 126,"€279,000",3 bedrooms | 130 m² ,3 bedrooms,Yes,Hyper equipped,As new,300 m² ,No
House for sale,"Kwadestraat 1,B","€289,000",3 bedrooms | 110 m² ,3 bedrooms,No,Hyper equipped,As new,300 m² ,No
House for sale,Rue Alzémont 6,"€290,000",2 bedrooms | 90 m² ,2 bedrooms,No,USA installed,Just renovated,40 m² ,No
Mixed-use building for sale,rue de Huy 56,"€295,000",2 bedrooms,2 bedrooms,No,Not installed,To renovate,40 m² ,No
House for sale,rue de Cognebeau 66,"€295,000",3 bedrooms | 198 m² ,3 bedrooms,No,Not installed,Good,40 m² ,No
House for sale,Stationsplein 103,"€295,000",4 bedrooms | 250 m² ,4 bedrooms,No,Not installed,Good,40 m² ,No
Mixed-use building for sale,Stationsplein 103,"€295,000",4 bedrooms | 250 m² ,4 bedrooms,No,Not installed,Good,40 m² ,No
Mixed-use building for sale,Merrenhofstraat 10,"€299,000",4 bedrooms | 327 m² ,4 bedrooms,No,Not installed,Good,40 m² ,No
Apartment block for sale,Rue Saint-Séverin 52,"€299,000",3 bedrooms | 227 m² ,3 bedrooms,No,Not installed,To be done up,40 m² ,No
House for sale,Houtkaai 5,"€299,000",3 bedrooms | 120 m² ,3 bedrooms,No,Installed,As new,40 m² ,No
House for sale,"Kwadestraat 1,B","€299,000",3 bedrooms | 110 m² ,3 bedrooms,No,Hyper equipped,As new,40 m² ,No
House for sale,Avenue Lieutenant Général Pire 3,"€300,000",3 bedrooms | 162 m² ,3 bedrooms,Yes,Installed,As new,500 m² ,No
Apartment block for sale,Avenue de la Gare 4,"€300,000",3 bedrooms | 140 m² ,3 bedrooms,No,Installed,Just renovated,500 m² ,No
House for sale,Tervuursesteenweg 153,"€315,000",2 bedrooms | 100 m² ,2 bedrooms,No,Hyper equipped,As new,16 m² ,No
Town-house for sale,Albertlaan 164,"€318,000",3 bedrooms | 251 m² ,3 bedrooms,No,Installed,As new,16 m² ,No
House for sale,Predikboomstraat 7,"€330,000",4 bedrooms | 174 m² ,4 bedrooms,No,Installed,Good,16 m² ,No
House for sale,Nekkersvijverstraat 12,"€335,000",3 bedrooms | 140 m² ,3 bedrooms,No,Installed,Good,16 m² ,No
Mixed-use building for sale,Scheldestraat 23,"€335,000",3 bedrooms | 394 m² ,3 bedrooms,No,Installed,To renovate,110 m² ,No
House for sale,IJsbroekstraat 68,"€339,000",3 bedrooms | 147 m² ,3 bedrooms,No,Hyper equipped,To be done up,110 m² ,No
House for sale,Nekkerspoelstraat 34,"€345,000",6 bedrooms | 230 m² ,6 bedrooms,No,Installed,Good,110 m² ,No
House for sale,Place des Combattants 20,"€345,000",4 bedrooms | 230 m² ,4 bedrooms,No,Installed,Good,110 m² ,No
House for sale,Hoefstraat 7,"€349,000",2 bedrooms | 154 m² ,2 bedrooms,No,Installed,Just renovated,110 m² ,No
House for sale,1400 — Nivelles,"€350,000",4 bedrooms | 260 m² ,4 bedrooms,No,Installed,Good,300 m² ,No
House for sale,2180 — Ekeren,"€350,000",4 bedrooms | 235 m² ,4 bedrooms,No,Semi equipped,To renovate,300 m² ,No
House for sale,5000 — Namur,"€350,000",3 bedrooms | 160 m² ,3 bedrooms,No,Semi equipped,Good,300 m² ,No
House for sale,5500 — BOUVIGNES-SUR-MEUSE,"€350,000",4 bedrooms | 500 m² ,4 bedrooms,No,Semi equipped,To renovate,300 m² ,No
Bungalow for sale,Geistingen 4,"€359,000",3 bedrooms | 148 m² ,3 bedrooms,No,Semi equipped,Good,300 m² ,No
House for sale,Rue &#201;mile Vandervelde 112A,"€269,000",3 bedrooms | 134 m² ,3 bedrooms,No,Installed,Good,656 m² ,No
House for sale,Rue &#201;mile Vandervelde 112,"€269,000",3 bedrooms | 134 m² ,3 bedrooms,No,Installed,Good,601 m² ,No
Apartment for sale,Val Mèlèye 13 / 6A,"€95,000",1 bedroom | 36 m² ,1 bedroom,Yes,Installed,Good,601 m² ,No
Apartment block for sale,Liebaardstraat 162,"€245,000",5 bedrooms | 350 m² ,5 bedrooms,No,Semi equipped,To renovate,601 m² ,No
Mixed-use building for sale,Liebaardstraat 162,"€245,000",5 bedrooms | 350 m² ,5 bedrooms,No,Semi equipped,To renovate,601 m² ,No
House for sale,Liebaardstraat 162,"€245,000",5 bedrooms | 350 m² ,5 bedrooms,No,Semi equipped,To renovate,601 m² ,No
House for sale,Pampertstraat 9,"€249,000",3 bedrooms | 180 m² ,3 bedrooms,No,Installed,To be done up,601 m² ,No
House for sale,Rue de la perle 36,"€125,000",140 m² ,140 m² square meters livable space,No,Installed,To renovate,601 m² ,No
House for sale,Zavelstraat 20,"€369,000",3 bedrooms | 100 m² ,3 bedrooms,No,Installed,Just renovated,601 m² ,No
Mixed-use building for sale,Route du Condroz 225,"€370,000",2 bedrooms | 363 m² ,2 bedrooms,No,Not installed,To renovate,601 m² ,No
House for sale,rue de Fauconval 150,"€375,000",3 bedrooms | 185 m² ,3 bedrooms,No,Installed,Good,1700 m² ,No
House for sale,"Oude Baan 82,","€375,000",5 bedrooms | 224 m² ,5 bedrooms,No,Installed,To be done up,840 m² ,No
House for sale,Rue Centrale 46,"€375,000",3 bedrooms | 200 m² ,3 bedrooms,No,Installed,As new,700 m² ,No
House for sale,2520 — Ranst,"€379,000",4 bedrooms | 215 m² ,4 bedrooms,No,Installed,Good,580 m² ,No
House for sale,Steenmakerstraat 21,"€389,000",3 bedrooms | 150 m² ,3 bedrooms,No,Hyper equipped,As new,225 m² ,No
Villa for sale,1340 — Ottignies,"€390,000",3 bedrooms | 151 m² ,3 bedrooms,No,Semi equipped,To be done up,830 m² ,No
House for sale,Rue Fréchalle 2,"€395,000",6 bedrooms | 230 m² ,6 bedrooms,No,Installed,As new,1900 m² ,No
House for sale,Ringlaan 130,"€395,000",3 bedrooms | 210 m² ,3 bedrooms,No,Hyper equipped,Just renovated,1900 m² ,No
Other properties for sale,Au Village,"€400,000",1 bedroom | 500 m² ,1 bedroom,No,Not installed,To restore,3301 m² ,No
House for sale,Rue Vallée 26,"€425,000",4 bedrooms | 154 m² ,4 bedrooms,No,Semi equipped,Good,3301 m² ,No
Farmhouse for sale,Rue Vallée 26,"€425,000",4 bedrooms | 154 m² ,4 bedrooms,No,Semi equipped,Good,3301 m² ,No
House for sale,Maurits Sabbestraat 65,"€429,000",4 bedrooms | 190 m² ,4 bedrooms,No,Semi equipped,As new,3301 m² ,No
Villa for sale,rue francois dimanche 56,"€435,000",4 bedrooms | 356 m² ,4 bedrooms,No,Hyper equipped,As new,530 m² ,No
House for sale,Route du Hirtzenberg 29,"€438,000",3 bedrooms | 194 m² ,3 bedrooms,No,Hyper equipped,As new,530 m² ,No
Apartment block for sale,Route du Hirtzenberg 29,"€438,000",3 bedrooms | 194 m² ,3 bedrooms,No,Hyper equipped,As new,530 m² ,No
Apartment block for sale,Lange Van Bloerstraat 97,"€440,000",5 bedrooms | 205 m² ,5 bedrooms,No,Installed,To be done up,36 m² ,No
Villa for sale,Menensesteenweg 247,"€449,000",3 bedrooms | 223 m² ,3 bedrooms,No,USA hyper equipped,Good,36 m² ,No
House for sale,Avenue Joseph Wauters 37,"€450,000",5 bedrooms | 231 m² ,5 bedrooms,No,Installed,As new,1154 m² ,No
House for sale,Wakkerzeelsebaan 120,"€475,000",3 bedrooms | 163 m² ,3 bedrooms,No,Installed,As new,1154 m² ,No
House for sale,Willemijnendreef 1,"€475,000",2 bedrooms | 153 m² ,2 bedrooms,No,Installed,Good,230 m² ,No
Country house for sale,Benedenstraat 42,"€495,000",3 bedrooms | 196 m² ,3 bedrooms,No,Installed,To be done up,1582 m² ,No
House for sale,Oudehofstraat 28,"€498,000",4 bedrooms | 200 m² ,4 bedrooms,No,Installed,To be done up,1582 m² ,No
House for sale,"Rue Joseph Lescrenier 8,D","€499,000",5 bedrooms | 205 m² ,5 bedrooms,No,Installed,Good,1582 m² ,No
House for sale,1380 — Lasne (Couture-Saint-Germain),"€500,000",2 bedrooms | 130 m² ,2 bedrooms,No,USA hyper equipped,Good,1582 m² ,No
House for sale,RUE DE JOIE 56,"€545,000",6 bedrooms | 410 m² ,6 bedrooms,No,USA hyper equipped,Good,120 m² ,No
House for sale,Wachtebekestraat 24,"€549,000",5 bedrooms | 300 m² ,5 bedrooms,No,USA hyper equipped,As new,365 m² ,No
House for sale,Bosveld 2A,"€570,000",5 bedrooms | 307 m² ,5 bedrooms,No,Hyper equipped,Good,365 m² ,No
Apartment block for sale,1200 — Woluwe-Saint-Lambert,"€580,000",6 bedrooms | 275 m² ,6 bedrooms,No,Installed,To be done up,365 m² ,No
Mixed-use building for sale,Offerandestraat 36,"€599,000",4 bedrooms | 482 m² ,4 bedrooms,No,Semi equipped,To be done up,365 m² ,No
House for sale,8300 — Knokke-Heist,"€625,000",2 bedrooms | 107 m² ,2 bedrooms,No,USA hyper equipped,Just renovated,65 m² ,No
House for sale,Rue du Moulin 50,"€650,000",20 bedrooms | 1925 m² ,20 bedrooms,No,Not installed,To renovate,65 m² ,No
Apartment block for sale,Avenue Richard Neybergh 194,"€669,000",460 m² ,5 bathrooms,No,Semi equipped,To be done up,65 m² ,No
Villa for sale,1330 — Rixensart,"€679,000",3 bedrooms | 175 m² ,3 bedrooms,No,Hyper equipped,Good,65 m² ,No
House for sale,1200 — Woluwe-Saint-Lambert,"€690,000",6 bedrooms | 245 m² ,6 bedrooms,No,Hyper equipped,To be done up,42 m² ,No
Exceptional property for sale,Krijgsbaan 235,"€698,000",4 bedrooms | 400 m² ,4 bedrooms,No,Hyper equipped,Just renovated,800 m² ,No
