Title,Location,Price,Area,Number_of_Rooms,Furnished,Kitchen type,Status,Garden surface,Swimming Pool
Town-house for sale,Hugo Verrieststraat 32,"€344,000",5 bedrooms | 311 m² ,5 bedrooms,No,Installed,As new,1050 m² ,No
House for sale,Ninoofsesteenweg 401,"€349,000",3 bedrooms | 118 m² ,3 bedrooms,No,Installed,To be done up,1050 m² ,No
House for sale,5500 — ANSEREMME,"€349,000",5 bedrooms | 329 m² ,5 bedrooms,No,Semi equipped,To be done up,1030 m² ,No
Manor house for sale,Zeswegestraat 13,"€349,000",4 bedrooms | 188 m² ,4 bedrooms,No,Installed,To renovate,1030 m² ,No
House for sale,1325 — CHAUMONT,"€350,000",4 bedrooms | 140 m² ,4 bedrooms,No,USA installed,To renovate,65 m² ,No
House for sale,rue Saint-Martin 7,"€350,000",5 bedrooms | 357 m² ,5 bedrooms,No,Installed,Good,780 m² ,No
House for sale,5370 — Havelange,"€350,000",4 bedrooms | 345 m² ,4 bedrooms,No,Installed,Good,780 m² ,No
House for sale,4980 — Trois-ponts,"€352,000",5 bedrooms | 215 m² ,5 bedrooms,No,USA hyper equipped,Just renovated,1500 m² ,No
House for sale,Moorselbaan 538,"€355,000",4 bedrooms | 222 m² ,4 bedrooms,No,Hyper equipped,Good,70 m² ,No
Villa for sale,Rue des Vieux Sarts 2,"€359,000",2 bedrooms | 138 m² ,2 bedrooms,No,Installed,As new,70 m² ,No
House for sale,Reygaerdijkstraat 2,"€359,000",5 bedrooms | 229 m² ,5 bedrooms,Yes,Installed,Just renovated,70 m² ,No
Mixed-use building for sale,1070 — Anderlecht,"€365,000",3 bedrooms | 190 m² ,3 bedrooms,Yes,Installed,Good,70 m² ,No
House for sale,Grote Steenweg 245,"€365,000",3 bedrooms | 206 m² ,3 bedrooms,No,Installed,As new,70 m² ,No
Villa for sale,7800 — Ath,"€365,000",5 bedrooms | 216 m² ,5 bedrooms,No,Hyper equipped,Just renovated,840 m² ,No
House for sale,Ivo Cornelisstraat 48 Box 01,"€368,000",3 bedrooms | 155 m² ,3 bedrooms,No,Hyper equipped,As new,54 m² ,No
House for sale,Golfstraat 46,"€369,000",4 bedrooms | 140 m² ,4 bedrooms,No,Installed,As new,54 m² ,No
House for sale,Koning Albertstraat 24,"€370,000",4 bedrooms | 199 m² ,4 bedrooms,No,Installed,To be done up,54 m² ,No
House for sale,3200 — Aarschot,"€370,000",4 bedrooms | 206 m² ,4 bedrooms,No,Installed,As new,54 m² ,No
House for sale,Galglaan 101,"€375,000",4 bedrooms | 134 m² ,4 bedrooms,No,Installed,As new,54 m² ,No
Apartment block for sale,1082 — Berchem-Ste-Agathe,"€385,000",4 bedrooms | 221 m² ,4 bedrooms,No,Installed,To renovate,54 m² ,No
House for sale,Hoogstraat 66,"€385,000",4 bedrooms | 248 m² ,4 bedrooms,No,Installed,Good,108 m² ,No
House for sale,Robbesrodestraat 53A,"€389,000",3 bedrooms | 150 m² ,3 bedrooms,No,Installed,Good,108 m² ,No
Villa for sale,Villa aan de Leie 1000 Box C,"€1,100",3 bedrooms | 260 m² ,3 bedrooms,No,Installed,As new,108 m² ,Yes
Apartment for sale,8500 — Kortrijk,"€197,500",2 bedrooms,2 bedrooms,No,Installed,Just renovated,108 m² ,Yes
Apartment for sale,Avenue Houba de Strooper 66,"€329,000",3 bedrooms | 107 m² ,3 bedrooms,No,Installed,Good,108 m² ,Yes
Ground floor for sale,Pastoor Frederickxstraat 44,"€235,000",3 bedrooms | 104 m² ,3 bedrooms,No,Installed,To be done up,108 m² ,Yes
Duplex for sale,Nieuwstraat 99/0201,"€310,000",2 bedrooms | 115 m² ,2 bedrooms,No,Installed,As new,108 m² ,Yes
House for sale,Bremstraat 3,"€275,000",3 bedrooms | 172 m² ,3 bedrooms,No,Semi equipped,Good,108 m² ,Yes
House for sale,Olmsebaan 6-8-10,"€310,000",7 bedrooms,7 bedrooms,No,Semi equipped,To renovate,108 m² ,Yes
House for sale,Jozef van Gorpstraat 13a,"€369,000",2 bedrooms | 170 m² ,2 bedrooms,No,Semi equipped,Good,108 m² ,Yes
Apartment block for sale,1070 — Anderlecht,"€390,000",3 bedrooms | 200 m² ,3 bedrooms,No,Installed,Good,108 m² ,Yes
House for sale,1470 — Genappe,"€395,000",4 bedrooms | 176 m² ,4 bedrooms,No,Installed,Good,108 m² ,Yes
House for sale,Constant Permekelaan 16,"€395,000",3 bedrooms | 187 m² ,3 bedrooms,No,Hyper equipped,Good,80 m² ,Yes
House for sale,Duifbroek 8,"€395,000",3 bedrooms | 165 m² ,3 bedrooms,No,Hyper equipped,To be done up,80 m² ,Yes
House for sale,1082 — Berchem-Ste-Agathe,"€399,000",4 bedrooms | 235 m² ,4 bedrooms,No,Hyper equipped,Good,55 m² ,Yes
House for sale,1083 — Ganshoren,"€399,000",5 bedrooms | 172 m² ,5 bedrooms,No,Hyper equipped,Good,55 m² ,Yes
House for sale,"Toekomststraat 75,","€399,000",4 bedrooms | 280 m² ,4 bedrooms,No,Installed,Good,55 m² ,Yes
House for sale,"Vercouterestraat 7,","€399,000",3 bedrooms | 210 m² ,3 bedrooms,No,Installed,Good,55 m² ,Yes
House for sale,Rijvisschestraat 96,"€399,000",2 bedrooms | 140 m² ,2 bedrooms,No,Installed,As new,55 m² ,Yes
Mixed-use building for sale,Zavelbaan 53,"€399,000",2 bedrooms,2 bedrooms,No,Installed,As new,55 m² ,Yes
House for sale,Dohan-Bas 16,"€410,000",10 bedrooms,10 bedrooms,Yes,Installed,Good,55 m² ,Yes
House for sale,1082 — Berchem-Ste-Agathe,"€419,000",3 bedrooms | 285 m² ,3 bedrooms,Yes,Installed,Good,95 m² ,Yes
House for sale,4130 — Esneux,"€420,000",3 bedrooms | 120 m² ,3 bedrooms,No,USA installed,Good,300 m² ,No
House for sale,7090 — Braine-le-Comte,"€420,000",5 bedrooms | 180 m² ,5 bedrooms,No,Installed,As new,256 m² ,No
House for sale,Alcalène 2,"€420,000",4 bedrooms | 2700 m² ,4 bedrooms,No,Installed,Good,256 m² ,No
House for sale,1400 — Nivelles,"€425,000",4 bedrooms | 137 m² ,4 bedrooms,No,Installed,Good,256 m² ,No
House for sale,4357 — Donceel,"€425,000",3 bedrooms | 136 m² ,3 bedrooms,No,Installed,As new,256 m² ,No
House for sale,Herlegemstraat 6,"€430,000",3 bedrooms | 102 m² ,3 bedrooms,No,Installed,As new,256 m² ,No
Villa for sale,1390 — Grez-Doiceau,"€435,000",4 bedrooms | 140 m² ,4 bedrooms,No,Hyper equipped,As new,1000 m² ,No
Farmhouse for sale,Rue Albert Beriot 185,"€435,000",4 bedrooms,4 bedrooms,No,Semi equipped,Good,3400 m² ,No
House for sale,5000 — Namur,"€450,000",3 bedrooms | 185 m² ,3 bedrooms,No,Installed,Good,3400 m² ,No
House for sale,5330 — SART-BERNARD,"€450,000",3 bedrooms | 185 m² ,3 bedrooms,No,Installed,Good,3400 m² ,No
House for sale,6680 — SAINTE-ODE,"€450,000",2 bedrooms,2 bedrooms,No,Installed,Just renovated,3400 m² ,No
Villa for sale,"Nijverheidstraat 5,","€450,000",4 bedrooms | 200 m² ,4 bedrooms,No,Installed,Just renovated,3400 m² ,No
House for sale,Albert Claeysstraat 2,"€456,000",4 bedrooms | 210 m² ,4 bedrooms,No,Installed,As new,3400 m² ,No
House for sale,"Vliegend Paard 32,","€459,000",4 bedrooms | 182 m² ,4 bedrooms,No,Installed,As new,3400 m² ,No
House for sale,3550 — BOLDERBERG,"€460,000",4 bedrooms | 272 m² ,4 bedrooms,No,Installed,As new,3400 m² ,No
Villa for sale,Begijnestraat 15,"€460,000",3 bedrooms,3 bedrooms,No,USA hyper equipped,Just renovated,3400 m² ,No
Mansion for sale,7080 — La Bouverie,"€470,000",5 bedrooms | 249 m² ,5 bedrooms,No,Hyper equipped,As new,3400 m² ,No
House for sale,Eikenbergstraat 56,"€495,000",3 bedrooms | 191 m² ,3 bedrooms,No,Hyper equipped,As new,3400 m² ,No
Mansion for sale,Rue du Chambge 13,"€495,000",6 bedrooms | 438 m² ,6 bedrooms,No,Hyper equipped,Good,3400 m² ,No
House for sale,Joseph Matthieulaan 49,"€495,000",4 bedrooms | 120 m² ,4 bedrooms,No,Installed,Just renovated,680 m² ,No
Villa for sale,Plantinstraat 17,"€495,000",4 bedrooms | 268 m² ,4 bedrooms,No,USA hyper equipped,Just renovated,680 m² ,No
Villa for sale,Rozenstraat 14 Box LOT3,"€497,650",4 bedrooms | 185 m² ,4 bedrooms,No,USA hyper equipped,Just renovated,680 m² ,No
House for sale,Emmaüslaan 2,"€499,000",3 bedrooms | 129 m² ,3 bedrooms,No,USA hyper equipped,Just renovated,680 m² ,No
Mixed-use building for sale,Nijverheidsstraat 40,"€515,000",3 bedrooms | 239 m² ,3 bedrooms,No,USA hyper equipped,To renovate,680 m² ,No
Exceptional property for sale,Prinsesstraat 13,"€529,000",4 bedrooms | 180 m² ,4 bedrooms,No,Installed,Good,6 m² ,No
Mixed-use building for sale,Zandstraat 515,"€535,000",5 bedrooms | 451 m² ,5 bedrooms,No,Installed,Good,6 m² ,No
Villa for sale,1380 — Lasne,"€545,000",5 bedrooms | 210 m² ,5 bedrooms,No,Semi equipped,To be done up,2000 m² ,No
Mansion for sale,Rue des Eburons 40,"€549,000",5 bedrooms | 240 m² ,5 bedrooms,No,Hyper equipped,To be done up,125 m² ,No
Country house for sale,Rue Carmois 98,"€550,000",3 bedrooms,3 bedrooms,No,Hyper equipped,To be done up,125 m² ,No
Apartment block for sale,1080 — Molenbeek-St-Jean,"€575,000",3 bedrooms | 420 m² ,3 bedrooms,No,Not installed,To renovate,30 m² ,No
Mansion for sale,7973 — Stambruges,"€580,000",9 bedrooms | 550 m² ,9 bedrooms,No,Installed,Good,1598 m² ,Yes
House for sale,1310 — La Hulpe,"€585,000",4 bedrooms | 157 m² ,4 bedrooms,No,Hyper equipped,As new,1598 m² ,Yes
Villa for sale,Weymoutlaan 7,"€589,000",4 bedrooms | 233 m² ,4 bedrooms,No,Installed,As new,1598 m² ,Yes
Villa for sale,1450 — Chastre,"€595,000",5 bedrooms | 200 m² ,5 bedrooms,No,USA installed,As new,880 m² ,No
House for sale,Nijven 27,"€595,000",3 bedrooms | 165 m² ,3 bedrooms,No,Hyper equipped,As new,880 m² ,No
House for sale,Nijven 27,"€595,000",3 bedrooms | 165 m² ,3 bedrooms,No,Hyper equipped,As new,880 m² ,No
House for sale,"Klaprozenweg 5,","€595,000",5 bedrooms | 280 m² ,5 bedrooms,No,Installed,Good,880 m² ,No
Villa for sale,Braamakkerstraat 14,"€595,000",3 bedrooms | 230 m² ,3 bedrooms,No,Installed,To be done up,880 m² ,No
House for sale,Pont Neufstraat 140,"€595,000",3 bedrooms,3 bedrooms,No,Hyper equipped,Good,880 m² ,No
House for sale,Avenue de Monte Carlo Box 0,"€600,000",5 bedrooms | 260 m² ,5 bedrooms,No,Installed,Good,24 m² ,No
House for sale,Avenue de Monte Carlo Box 0,"€600,000",5 bedrooms | 260 m² ,5 bedrooms,No,Installed,Good,24 m² ,No
Apartment block for sale,Rue Saint Denis 305,"€615,000",252 m² ,252 m² square meters livable space,No,Installed,As new,24 m² ,No
House for sale,Gistelsesteenweg 318,"€625,000",5 bedrooms | 410 m² ,5 bedrooms,No,Installed,Good,800 m² ,No
Villa for sale,Dorpsstraat 6,"€625,000",6 bedrooms | 487 m² ,6 bedrooms,No,Installed,Good,800 m² ,No
Villa for sale,Onder de Bergen,"€639,000",3 bedrooms | 235 m² ,3 bedrooms,No,Installed,As new,800 m² ,No
Mixed-use building for sale,1190 — Forest,"€645,000",4 bedrooms | 513 m² ,4 bedrooms,No,Installed,As new,800 m² ,No
Villa for sale,Groenenborgerlaan 162,"€650,000",3 bedrooms | 302 m² ,3 bedrooms,No,Installed,As new,800 m² ,No
House for sale,1460 — Ittre,"€680,000",4 bedrooms | 240 m² ,4 bedrooms,No,Hyper equipped,As new,800 m² ,No
Villa for sale,Villa aan de Leie 1000 Box C,"€1,100",3 bedrooms | 260 m² ,3 bedrooms,No,Hyper equipped,As new,800 m² ,Yes
Apartment for sale,8500 — Kortrijk,"€197,500",2 bedrooms,2 bedrooms,No,Installed,Just renovated,800 m² ,Yes
Apartment for sale,Avenue Houba de Strooper 66,"€329,000",3 bedrooms | 107 m² ,3 bedrooms,No,Installed,Good,800 m² ,Yes
Ground floor for sale,Pastoor Frederickxstraat 44,"€235,000",3 bedrooms | 104 m² ,3 bedrooms,No,Installed,To be done up,800 m² ,Yes
Duplex for sale,Nieuwstraat 99/0201,"€310,000",2 bedrooms | 115 m² ,2 bedrooms,No,Installed,As new,800 m² ,Yes
House for sale,Bremstraat 3,"€275,000",3 bedrooms | 172 m² ,3 bedrooms,No,Semi equipped,Good,800 m² ,Yes
House for sale,Olmsebaan 6-8-10,"€310,000",7 bedrooms,7 bedrooms,No,Semi equipped,To renovate,800 m² ,Yes
House for sale,Jozef van Gorpstraat 13a,"€369,000",2 bedrooms | 170 m² ,2 bedrooms,No,Semi equipped,Good,800 m² ,Yes
Mixed-use building for sale,Admiraal de Boisotstraat 23,"€695,000",2 bedrooms | 385 m² ,2 bedrooms,No,Installed,As new,800 m² ,Yes
House for sale,Ontvangersstraat 15,"€695,000",3 bedrooms | 198 m² ,3 bedrooms,No,Installed,As new,800 m² ,Yes
House for sale,1315 — Incourt,"€700,000",6 bedrooms | 480 m² ,6 bedrooms,No,USA semi equipped,Good,2100 m² ,No
House for sale,Acaciapad 1,"€720,000",1 bedroom | 59 m² ,1 bedroom,No,USA semi equipped,To renovate,2100 m² ,No
House for sale,Grote Ganzeplas 34,"€748,000",6 bedrooms | 526 m² ,6 bedrooms,No,USA semi equipped,To renovate,2100 m² ,No
Villa for sale,1082 — Berchem-Sainte-Agathe,"€775,000",4 bedrooms | 242 m² ,4 bedrooms,No,Hyper equipped,Good,107 m² ,No
Apartment block for sale,Rue Saint Denis 303,"€795,000",350 m² ,350 m² square meters livable space,No,Installed,As new,107 m² ,No
Villa for sale,2580 — Putte,"€845,000",3 bedrooms | 242 m² ,3 bedrooms,No,Installed,As new,107 m² ,No
House for sale,Graaf Jansdijk 107,"€860,000",3 bedrooms | 200 m² ,3 bedrooms,Yes,Installed,As new,107 m² ,No
Apartment block for sale,1070 — Anderlecht,"€895,000",320 m² ,6 bathrooms,Yes,Semi equipped,Good,107 m² ,No
Villa for sale,Dorpsstraat 6,"€950,000",6 bedrooms | 487 m² ,6 bedrooms,Yes,Semi equipped,Good,107 m² ,No
Villa for sale,2990 — Wuustwezel,"€988,000",6 bedrooms | 383 m² ,6 bedrooms,Yes,USA hyper equipped,As new,107 m² ,Yes
Villa for sale,Sint-Hubertusstraat 224,"€998,000",3 bedrooms | 240 m² ,3 bedrooms,No,Hyper equipped,As new,107 m² ,No
Villa for sale,Doornikse Heerweg 136,"€999,000",4 bedrooms | 537 m² ,4 bedrooms,No,Hyper equipped,As new,107 m² ,No
Villa for sale,Op De Meer 2A,"€1,065",2 bedrooms | 355 m² ,2 bedrooms,No,Hyper equipped,As new,107 m² ,No
Exceptional property for sale,1410 — Waterloo,"€1,095",5 bedrooms | 480 m² ,5 bedrooms,No,Hyper equipped,As new,107 m² ,No
Exceptional property for sale,1420 — Braine-l'Alleud,"€1,095",5 bedrooms | 480 m² ,5 bedrooms,No,Hyper equipped,As new,107 m² ,No
House for sale,Witteduivenhof 41,"€1,225",4 bedrooms | 194 m² ,4 bedrooms,No,Hyper equipped,As new,107 m² ,No
House for sale,8670 — Koksijde,"€1,299",4 bedrooms,4 bedrooms,No,Installed,Good,107 m² ,No
Villa for sale,Oostveld Kouter 112,"€1,395",3 bedrooms | 275 m² ,3 bedrooms,No,Hyper equipped,Good,107 m² ,No
Villa for sale,Rozenlaan 29,"€1,695",4 bedrooms | 503 m² ,4 bedrooms,No,Hyper equipped,Good,107 m² ,No
House for sale,1380 — Lasne Maransart,"€1,950",5 bedrooms | 475 m² ,5 bedrooms,No,Hyper equipped,As new,6500 m² ,Yes
Manor house for sale,Schoonhoudtstraat 1,"€2,249",4 bedrooms | 364 m² ,4 bedrooms,No,Installed,As new,6500 m² ,No
House for sale,1050 — Ixelles,"€2,300",3 bedrooms | 600 m² ,3 bedrooms,No,USA uninstalled,As new,120 m² ,No
Castle for sale,1850 — Grimbergen,"€2,480",10 bedrooms | 850 m² ,10 bedrooms,No,Installed,To be done up,950002 m² ,Yes
House for sale,3080 — Tervuren,"€2,490",5 bedrooms | 480 m² ,5 bedrooms,No,Hyper equipped,To be done up,950002 m² ,Yes
Apartment block for sale,1000 — Bruxelles,"€2,685",10 bedrooms | 648 m² ,10 bedrooms,No,Installed,As new,950002 m² ,Yes
Apartment block for sale,1150 — Woluwe-Saint-Pierre,"€2,685",10 bedrooms | 648 m² ,10 bedrooms,No,Installed,As new,950002 m² ,Yes
House for sale,1050 — Ixelles,"€2,900",6 bedrooms | 440 m² ,6 bedrooms,No,USA hyper equipped,As new,950002 m² ,Yes
Villa for sale,2930 — Brasschaat,"€3,950",5 bedrooms | 810 m² ,5 bedrooms,No,USA hyper equipped,As new,950002 m² ,Yes
Villa for sale,Villa aan de Leie 1000 Box C,"€1,100",3 bedrooms | 260 m² ,3 bedrooms,No,USA hyper equipped,As new,950002 m² ,Yes
Apartment for sale,8500 — Kortrijk,"€197,500",2 bedrooms,2 bedrooms,No,Installed,Just renovated,950002 m² ,Yes
Apartment for sale,Avenue Houba de Strooper 66,"€329,000",3 bedrooms | 107 m² ,3 bedrooms,No,Installed,Good,950002 m² ,Yes
Ground floor for sale,Pastoor Frederickxstraat 44,"€235,000",3 bedrooms | 104 m² ,3 bedrooms,No,Installed,To be done up,950002 m² ,Yes
Duplex for sale,Nieuwstraat 99/0201,"€310,000",2 bedrooms | 115 m² ,2 bedrooms,No,Installed,As new,950002 m² ,Yes
House for sale,Bremstraat 3,"€275,000",3 bedrooms | 172 m² ,3 bedrooms,No,Semi equipped,Good,950002 m² ,Yes
House for sale,Olmsebaan 6-8-10,"€310,000",7 bedrooms,7 bedrooms,No,Semi equipped,To renovate,950002 m² ,Yes
House for sale,Jozef van Gorpstraat 13a,"€369,000",2 bedrooms | 170 m² ,2 bedrooms,No,Semi equipped,Good,950002 m² ,Yes
House for sale,Serskampstraat 14,"€239,000",4 bedrooms | 141 m² ,4 bedrooms,No,Semi equipped,Good,950002 m² ,Yes
House for sale,Hanendreef 130,"€290,000",3 bedrooms | 158 m² ,3 bedrooms,No,Semi equipped,Good,950002 m² ,Yes
Villa for sale,Rue Osval Sambon 15,"€365,000",4 bedrooms | 220 m² ,4 bedrooms,No,Installed,Good,1100 m² ,Yes
House for sale,1210 — Saint-Josse-ten-Noode,"€450,000",4 bedrooms | 170 m² ,4 bedrooms,Yes,USA semi equipped,To renovate,1100 m² ,No
Apartment block for sale,1210 — Saint-Josse-ten-Noode,"€450,000",4 bedrooms | 170 m² ,4 bedrooms,Yes,USA semi equipped,To renovate,1100 m² ,No
House for sale,1470 — Genappe Baisy-Thy,"€735,000",6 bedrooms | 300 m² ,6 bedrooms,No,Semi equipped,To be done up,10000 m² ,Yes
Villa for sale,1315 — OPPREBAIS,"€850,000",6 bedrooms | 300 m² ,6 bedrooms,No,Installed,Good,15000 m² ,Yes
House for sale,7520 — Tournai Templeuve,"€1,250",8 bedrooms | 520 m² ,8 bedrooms,No,Hyper equipped,As new,1000 m² ,No
House for sale,Rue du Pairay 22 Box 2,"€69,500",1 bedroom | 42 m² ,1 bedroom,No,Semi equipped,Good,1000 m² ,No
House for sale,rue Harkay 553,"€149,000",2 bedrooms | 95 m² ,2 bedrooms,No,Semi equipped,Good,1000 m² ,No
House for sale,5600 — Philippeville,"€185,000",5 bedrooms | 497 m² ,5 bedrooms,No,Semi equipped,Good,1000 m² ,No
House for sale,Zilversparrenstraat 15,"€499,000",5 bedrooms | 245 m² ,5 bedrooms,No,Semi equipped,As new,1000 m² ,No
House for sale,Rue du Fort,"€295,500",3 bedrooms | 182 m² ,3 bedrooms,No,Hyper equipped,As new,1000 m² ,No
House for sale,Rue du Fort,"€295,500",3 bedrooms | 178 m² ,3 bedrooms,No,Hyper equipped,As new,1000 m² ,No
House for sale,Nieuwenhovedreef 35,"€331,950",2 bedrooms | 114 m² ,2 bedrooms,No,Hyper equipped,As new,1000 m² ,No
House for sale,Bugtenpad 48,"€349,850",3 bedrooms | 146 m² ,3 bedrooms,No,Installed,As new,467 m² ,No
House for sale,Kallobaan 86,"€420,000",4 bedrooms | 191 m² ,4 bedrooms,No,Hyper equipped,As new,96 m² ,Yes
House for sale,Grote Dweersstraat 22 Box B,"€429,000",4 bedrooms | 163 m² ,4 bedrooms,No,Installed,As new,96 m² ,No
House for sale,Berkstraat 9/E,"€440,000",5 bedrooms | 195 m² ,5 bedrooms,No,Installed,As new,470 m² ,No
House for sale,Haantjeslei 107 Box W001,"€475,000",3 bedrooms | 131 m² ,3 bedrooms,No,Installed,As new,73 m² ,No
Villa for sale,Gemeentehuisstraat 1,"€623,000",4 bedrooms | 235 m² ,4 bedrooms,No,Hyper equipped,As new,73 m² ,No
House for sale,Sint Jansbergsteenweg 40B Box Lot 2,"€651,100",3 bedrooms | 240 m² ,3 bedrooms,No,Hyper equipped,As new,73 m² ,No
House for sale,Bottelarij 10,"€693,600",6 bedrooms | 226 m² ,6 bedrooms,No,Hyper equipped,As new,67 m² ,No
Villa for sale,Gemeentehuisstraat 1,"€723,500",4 bedrooms | 282 m² ,4 bedrooms,No,Hyper equipped,As new,67 m² ,No
House for sale,Graaf Jansdijk 260,"€972,000",4 bedrooms | 154 m² ,4 bedrooms,No,Installed,As new,67 m² ,No
House for sale,7500 — Tournai,"€289,000",3 bedrooms | 150 m² ,3 bedrooms,No,Installed,As new,67 m² ,No
Country house for sale,Rue Léon Cauderlier 37,"€358,000",7 bedrooms,7 bedrooms,No,Installed,Good,1200 m² ,No
Apartment block for sale,Boterbloemstraat 3,"€529,000",2 bedrooms | 260 m² ,2 bedrooms,No,Installed,To be done up,1200 m² ,No
Villa for sale,Stommehoevenstraat 75,"€575,000",3 bedrooms | 228 m² ,3 bedrooms,No,Installed,As new,450 m² ,No
House for sale,2580 — Putte,"€475,000",3 bedrooms | 158 m² ,3 bedrooms,No,Hyper equipped,As new,450 m² ,No
Villa for sale,Villa aan de Leie 1000 Box C,"€1,100",3 bedrooms | 260 m² ,3 bedrooms,No,Hyper equipped,As new,450 m² ,Yes
Apartment for sale,8500 — Kortrijk,"€197,500",2 bedrooms,2 bedrooms,No,Installed,Just renovated,450 m² ,Yes
Apartment for sale,Avenue Houba de Strooper 66,"€329,000",3 bedrooms | 107 m² ,3 bedrooms,No,Installed,Good,450 m² ,Yes
Ground floor for sale,Pastoor Frederickxstraat 44,"€235,000",3 bedrooms | 104 m² ,3 bedrooms,No,Installed,To be done up,450 m² ,Yes
Duplex for sale,Nieuwstraat 99/0201,"€310,000",2 bedrooms | 115 m² ,2 bedrooms,No,Installed,As new,450 m² ,Yes
House for sale,Bremstraat 3,"€275,000",3 bedrooms | 172 m² ,3 bedrooms,No,Semi equipped,Good,450 m² ,Yes
House for sale,Olmsebaan 6-8-10,"€310,000",7 bedrooms,7 bedrooms,No,Semi equipped,To renovate,450 m² ,Yes
House for sale,Jozef van Gorpstraat 13a,"€369,000",2 bedrooms | 170 m² ,2 bedrooms,No,Semi equipped,Good,450 m² ,Yes
House for sale,"Heirweg-Zuid 33,","€490,000",5 bedrooms | 194 m² ,5 bedrooms,No,Semi equipped,Good,450 m² ,Yes
House for sale,Brandemanstraat 75,"€495,000",3 bedrooms | 190 m² ,3 bedrooms,No,Semi equipped,As new,450 m² ,Yes
House for sale,8800 — Roeselare,"€599,000",3 bedrooms | 248 m² ,3 bedrooms,No,USA installed,As new,450 m² ,No
House for sale,Rue de l'Ecole 43,"€166,000",2 bedrooms | 123 m² ,2 bedrooms,No,USA installed,As new,450 m² ,No
House for sale,Groot-Brittanjelaan 74,"€225,000",3 bedrooms,3 bedrooms,No,USA installed,As new,450 m² ,No
Villa for sale,7700 — Mouscron,"€279,000",3 bedrooms | 120 m² ,3 bedrooms,No,Installed,Good,200 m² ,No
Villa for sale,"Kapelrie 6,","€459,500",3 bedrooms | 99 m² ,3 bedrooms,No,Installed,Good,200 m² ,No
House for sale,Sint Antoniusstraat 52,"€149,000",3 bedrooms | 145 m² ,3 bedrooms,No,Installed,To be done up,200 m² ,No
House for sale,7040 — GENLY,"€155,000",2 bedrooms | 131 m² ,2 bedrooms,No,Installed,To be done up,200 m² ,No
Mixed-use building for sale,4480 — ENGIS,"€210,000",2 bedrooms | 90 m² ,2 bedrooms,No,Installed,Good,200 m² ,No
Apartment block for sale,7500 — Tournai,"€280,000",75 m² ,75 m² square meters livable space,No,Semi equipped,Good,200 m² ,No
House for sale,Uitbreidingstraat 572,"€685,000",3 bedrooms,3 bedrooms,No,Installed,Good,200 m² ,No
House for sale,Rue Joseph Wauters 49,"€50,000",2 bedrooms,2 bedrooms,No,Installed,Good,200 m² ,No
Chalet for sale,Wezelbaan 24,"€95,000",1 bedroom,1 bedroom,No,Installed,Good,200 m² ,No
Apartment block for sale,Rue du Centre 93,"€158,000",3 bedrooms | 110 m² ,3 bedrooms,No,Installed,To be done up,200 m² ,No
House for sale,Moriaanstraat 151,"€220,000",3 bedrooms | 109 m² ,3 bedrooms,No,Installed,To renovate,200 m² ,No
House for sale,Zavelbaan 85,"€220,000",2 bedrooms | 155 m² ,2 bedrooms,No,Installed,To renovate,200 m² ,No
House for sale,Leiseleveld 16,"€280,000",4 bedrooms | 214 m² ,4 bedrooms,No,Installed,To renovate,200 m² ,No
House for sale,Rue des Ecoles 54,"€110,000",5 bedrooms | 220 m² ,5 bedrooms,No,Not installed,To renovate,200 m² ,No
House for sale,Rue des Ecoles 54-56,"€190,000",9 bedrooms | 380 m² ,9 bedrooms,No,Not installed,To renovate,200 m² ,No
House for sale,"Walakker 4,2","€99,000",23 m² ,23 m² square meters livable space,No,Not installed,Good,200 m² ,No
House for sale,Fietelstraat 18,"€260,000",3 bedrooms | 222 m² ,3 bedrooms,No,Not installed,Good,200 m² ,No
House for sale,"Walakker 4,3","€299,000",23 m² ,23 m² square meters livable space,No,Not installed,Good,200 m² ,No
Villa for sale,1933 — Sterrebeek,"€1,175",5 bedrooms | 480 m² ,5 bedrooms,No,Not installed,Good,900 m² ,No
House for sale,Glazenstraat 23,"€250,000",3 bedrooms | 138 m² ,3 bedrooms,No,Not installed,Good,900 m² ,No
House for sale,"Zuidstraat 4,","€253,740",3 bedrooms | 145 m² ,3 bedrooms,No,Not installed,Good,900 m² ,No
House for sale,"Heirweg 187,","€260,000",3 bedrooms | 201 m² ,3 bedrooms,No,Installed,Good,900 m² ,No
House for sale,Sterrestraat 141,"€268,000",3 bedrooms,3 bedrooms,No,Installed,To renovate,900 m² ,No
House for sale,"Onderstraat 104,","€325,000",4 bedrooms | 180 m² ,4 bedrooms,No,Installed,To renovate,900 m² ,No
House for sale,Sasplein 6,"€368,000",3 bedrooms | 220 m² ,3 bedrooms,No,Installed,To renovate,900 m² ,No
Villa for sale,Villa aan de Leie 1000 Box C,"€1,100",3 bedrooms | 260 m² ,3 bedrooms,No,Installed,As new,900 m² ,Yes
Apartment for sale,8500 — Kortrijk,"€197,500",2 bedrooms,2 bedrooms,No,Installed,Just renovated,900 m² ,Yes
Apartment for sale,Avenue Houba de Strooper 66,"€329,000",3 bedrooms | 107 m² ,3 bedrooms,No,Installed,Good,900 m² ,Yes
Ground floor for sale,Pastoor Frederickxstraat 44,"€235,000",3 bedrooms | 104 m² ,3 bedrooms,No,Installed,To be done up,900 m² ,Yes
